% Model:              ns_case1.mph
% Version:            COMSOL 6.0.0.354
% Date:               Apr 6 2023, 11:20
% Dimension:          2
% Nodes:              10201
% Expressions:        3
% Description:        速度场x 分量, 速度场y 分量, 压力
% Length unit:        null
% x                       y                        u @ Re=0.01              v @ Re=0.01              p @ Re=0.01
0.02003323986732642       0.020033239867326757     -2.1274736706253557E-5   2.127574985752043E-5     -2.428675196426851E-8
0.02003323986732642       0.13069146527456754      2.430066676930872E-4     -0.0010460005882302493   -7.632594319642633E-4
0.020033239867326427      0.08423663543511653      1.294892349173525E-4     -2.67924955056963E-4     -3.921437264755053E-4
0.020033239867326427      0.15508862979656687      2.9117303460615885E-4    -0.001618855701593937    -9.178582545978261E-4
0.020033239867326427      0.1803004411475535       3.3330475945809925E-4    -0.0023064912632153613   -0.001030499149886257
0.020033239867326427      0.2063541012368062       3.699969767088048E-4     -0.0031025035802385065   -0.0010878086668802435
0.02003323986732643       0.23327772027379193      4.0210666602090477E-4    -0.004001335183324934    -0.0010774012578294862
0.02003323986732643       0.26110034709725904      4.3055586168457786E-4    -0.0049988000462680895   -9.869017639770182E-4
0.020033239867326434      0.28985200051705073      4.561864479271005E-4     -0.006092258199678387    -8.029208414778665E-4
0.020033239867326434      0.31956370170245285      4.7964465228200027E-4    -0.00728047586348652     -5.09984310216378E-4
0.02003323986732644       0.35026750765202486      5.012849397559918E-4     -0.008563177095093124    -8.94203718481657E-5
0.02003323986732644       0.3819965457810215       5.210884251575599E-4     -0.009940277196068999    4.817829951246877E-4
0.020033239867326445      0.4147850496637248       5.385931825330263E-4     -0.011410780042937533    0.00123212816620247
0.020033239867326445      0.4486683959692517       5.52834607730585E-4      -0.012971316467155073    0.0021967290224438863
0.020033239867326448      0.48368314263068424      5.622942883249236E-4     -0.014614296840909192    0.003418344922420787
0.020033239867326448      0.5198670682887094       5.64856489363007E-4      -0.01632564804386111     0.004948235274712767
0.02003323986732645       0.5572592130523215       5.577732115176478E-4     -0.018082105749347932    0.006846689638481255
0.020033239867326455      0.5958999206205682       5.376421682156834E-4     -0.019848042281309895    0.009183011750272694
0.020033239867326455      0.6358308818107845       5.004076762404373E-4     -0.021571838434540812    0.01203462713114126
0.020033239867326462      0.6770951795402824       4.414002667113215E-4     -0.02318185897568449     0.015484854143080517
0.020033239867326465      0.7197373353100214       3.554398463794398E-4     -0.02458219140947008     0.019618703412084375
0.020033239867326465      0.7638033572404237       2.3702702849225316E-4    -0.02564841949147439     0.02451595674944616
0.02003323986732647       0.8093407897111504       8.066325978543378E-5     -0.026223940915734233    0.030240531748373215
0.020033239867326476      0.8563987646584037       -1.1869769025636283E-4   -0.02611739864191492     0.0368254182007403
0.02003323986732648       0.9050280545850997       -3.649985141110596E-4    -0.025102386366378765    0.044251852934856624
0.02003323986732648       0.9552811273411066       -6.603559556806068E-4    -0.022919870475755083    0.052423729472284554
0.020033239867326483      1.0072122027326516       -0.0010040545863269248   -0.019285975758901553    0.06113454150678835
0.020033239867326486      1.060877311021973        -0.0013918041661188688   -0.01390295423054612     0.07003598117610199
0.02003323986732649       1.116334353380344        -0.0018143991428371023   -0.006481571223664407    0.07859567027884441
0.02003323986732649       1.173643164359677        -0.0022575637340581842   0.0032388807828886952    0.08608438047877374
0.0200332398673265        1.2328655764501246       -0.002704319597472757    0.015466182098647663     0.09155027331508281
0.020033239867326504      1.2940654867933286       -0.0031278526401667867   0.030303938206298616     0.09381357347441055
0.02003323986732651       1.3573089261232905       -0.0035032677902929435   0.04772907079381259      0.09152519527436435
0.020033239867326514      1.4226641300092515       -0.003802727487996038    0.06756677143348302      0.08323411877138602
0.020033239867326517      1.4902016124774429       -0.003998868412340167    0.08946342878299728      0.06749911780834938
0.02003323986732652       1.559994242091152        -0.004069614608557922    0.1128805115184176       0.043044722477713716
0.020033239867326524      1.6321173205711725       -0.004000085114083542    0.1371094809529322       0.008928190739874865
0.020033239867326535      1.706648664041479        -0.003784190034503887    0.16130030975285278      -0.035292907203056334
0.02003323986732654       1.7836686869877747       -0.0034255838189361826   0.18450515908862822      -0.0894202802210726
0.020033239867326545      1.8632604890195128       -0.0029374090823996407   0.2057334970407216       -0.15252280663135923
0.020033239867326552      1.945509944528977        -0.002341665300909326    0.22401303085739388      -0.22291334182815442
0.020033239867326556      2.0305057953441876       -0.0016661610707275384   0.23845448845488143      -0.29819836870638733
0.02003323986732656       2.118339746475573        -9.423765447820733E-4    0.24829395549136232      -0.37542446440480837
0.02003323986732657       2.209106565059737        -2.0410551822748452E-4   0.25295926141638275      -0.4512255461137308
0.020033239867326573      2.302904182607043        5.214263554476915E-4     0.2520500728233105       -0.5221652282390459
0.020033239867326587      2.399833800663366        0.0011900054026088604    0.24545169817472717      -0.5847824442843161
0.020033239867326587      2.5                      0.001796694666306136     0.2332649263100735       -0.6362654742815627
0.020033239867326594      2.6001661993366336       0.002291053313983296     0.21636711684688156      -0.6730766694665994
0.020033239867326604      2.697095817392957        0.002638195040952        0.19653617260048295      -0.6947305902492572
0.020033239867326608      2.790893434940263        0.0028629430656911055    0.17505810456949972      -0.703606896277095
0.020033239867326618      2.8816602535244256       0.0029683694947044295    0.15295720705925767      -0.7020826925816673
0.02003323986732662       2.9694942046558137       0.00297112081669549      0.1311322554974729       -0.69270762325129
0.020033239867326625      3.054490055471023        0.0028860315802285465    0.11026450009474226      -0.6777735045765423
0.020033239867326635      3.1367395109804876       0.002731754546715401     0.09086825999175643      -0.6593233282921717
0.02003323986732664       3.2163313130122244       0.0025263560772109815    0.07327573737548151      -0.6390172211077112
0.020033239867326642      3.293351335958521        0.002288298509227338     0.05766882281555739      -0.6181585423538773
0.020033239867326653      3.367882679428829        0.002033846509221718     0.044094798878902816     -0.5976916833614937
0.020033239867326656      3.4400057579088483       0.0017769040838605918    0.03250002938903242      -0.578258829457215
0.02003323986732666       3.509798387522557        0.0015281822829920561    0.022756567677551513     -0.5602487758604286
0.020033239867326663      3.5773358699907485       0.0012953446430342256    0.01469085153425494      -0.543858323988239
0.02003323986732667       3.6426910738767093       0.001083177968697725     0.00810591487443469      -0.5291434037363372
0.020033239867326674      3.705934513206671        8.939363521673825E-4     0.0027998039636751267    -0.5160652843413019
0.020033239867326677      3.7671344235498756       7.279845301034804E-4     -0.0014208860015093455   -0.5045258228191445
0.020033239867326684      3.8263568356403215       5.842176680469579E-4     -0.004732564516245946    -0.4943959686116833
0.020033239867326687      3.8836656466196557       4.6032372002602145E-4    -0.007291575165783879    -0.48553556225574
0.02003323986732669       3.9391226889780255       3.5581796282585103E-4    -0.00923450799602624     -0.4778062816977374
0.020033239867326694      3.992787797267349        2.710644569392174E-4     -0.010685563650837466    -0.47108319454555314
0.020033239867326698      4.044718872658892        2.0889457835232764E-4    -0.011766319834345262    -0.46525231546248114
0.020033239867326698      4.0949719454149          1.7325855692328069E-4    -0.012602339764961452    -0.460205190961994
0.020033239867326705      4.143601235341595        1.6729364461902572E-4    -0.013322785011299314    -0.4558289989211285
0.02003323986732671       4.1906592102888505       1.9092459068212754E-4    -0.014051103170056197    -0.4519981052342463
0.020033239867326712      4.236196642759575        2.39175012555269E-4      -0.01488940962333485     -0.44857057983355175
0.02003323986732672       4.322904820459717        3.6322111646732374E-4    -0.01709832795735778     -0.44230006266734284
0.020033239867326722      4.280262664689978        3.0166280981996164E-4    -0.015901373129365275    -0.44539121547321386
0.020033239867326722      4.364169118189215        4.0518930286811527E-4    -0.01843133387728625     -0.4391443136619896
0.020033239867326722      4.40410007937943         4.0694242846378424E-4    -0.019789758023344768    -0.43579157752047115
0.02003323986732673       4.480132931711291        2.0723334706509175E-4    -0.021863856388037256    -0.428149110517974
0.020033239867326733      4.442740786947679        3.474900591219523E-4     -0.02100574617114725     -0.43214347292233274
0.020033239867326733      4.551331604030748        -3.742884999277316E-4    -0.02149848487267332     -0.41923082018966024
0.020033239867326733      4.585214950336275        -8.274709978960471E-4    -0.019760157885850962    -0.4145469001186365
0.02003323986732674       4.5163168573693175       -2.9955127592206932E-5   -0.022115551065678883    -0.4238179518371817
0.02003323986732674       4.618003454218978        -0.0013803971314104789   -0.016684605678150277    -0.41000408276210454
0.020033239867326743      4.680436298297546        -0.0026883818344287363   -0.006000148524721655    -0.4026230910826891
0.020033239867326743      4.71014799948295         -0.0033672790065246935   0.0016341868173793137    -0.4005230551098756
0.020033239867326746      4.649732492347976        -0.002011799057034931    -0.012119482819597157    -0.4059100229308598
0.020033239867326746      4.73889965290274         -0.004002218341202175    0.010637761610414138     -0.39997648817187503
0.020033239867326746      4.766722279726208        -0.004546204707842091    0.02076385938181937      -0.4013085664299672
0.020033239867326753      4.793645898763193        -0.004961881609783751    0.03168928110338287      -0.4047801426424527
0.020033239867326753      4.819699558852447        -0.005227851814937824    0.04304892215283054      -0.4105841715293122
0.020033239867326753      4.844911370203434        -0.005341088936364612    0.05447450003116832      -0.41887958021051863
0.020033239867326757      4.869308534725435        -0.00530925647360783     0.06561840163590303      -0.42987127797659114
0.020033239867326757      4.979966760132673        0.014648102560853504     0.07248785690675104      -0.5667669233232412
0.02003323986732676       4.915763364564883        -0.004630014793779073    0.08545774685929572      -0.4620001243248208
0.02003323986732676       4.9378711516308          -0.0032794333017132065   0.09233916569719346      -0.4857471054001673
0.02003323986732676       4.959264589442769        5.843602429062145E-4     0.09333860831008198      -0.5183041095178961
0.020033239867326764      4.892917375376629        -0.005116924991348423    0.07612403239841925      -0.4439631179808044
0.020033239867326764      5                        0.09884778814452823      8.856471861008759E-4     -0.6017138203541007
0.04073541055723117       4.892917375376632        -0.015549405938771198    0.12785420256202976      -0.4455874906164578
0.04073541055723117       4.915763364564885        -0.01206042072688837     0.1385071102626209       -0.46140209070715077
0.04073541055723117       4.9378711516308          -0.004137668199950771    0.14087671811981112      -0.48033283977903707
0.04073541055723117       4.95926458944277         0.015420587304758648     0.12657581928700815      -0.5021200136935295
0.04073541055723117       4.979966760132674        0.06913682559908754      0.08070297765947228      -0.5228590465766495
0.04073541055723117       5.000000000000001        0.20152422690783078      2.535954722008986E-4     -0.5320722773922097
0.04073541055723119       4.793645898763195        -0.016791068855790903    0.057020191619485655     -0.4080327492807437
0.04073541055723119       4.819699558852449        -0.017570690131605473    0.07627933919307328      -0.4138800647051634
0.04073541055723119       4.844911370203436        -0.017720248195321798    0.09516259932926815      -0.42202111442708873
0.04073541055723119       4.869308534725435        -0.017140708825293314    0.11275446147631928      -0.43254307821505
0.0407354105572312        4.680436298297549        -0.009294824695967532    -0.009175861643838504    -0.4046424843595734
0.0407354105572312        4.710147999482951        -0.011560831393157976    0.004543859298353398     -0.4029480456432257
0.0407354105572312        4.738899652902741        -0.013666986968719692    0.020488508626386927     -0.40276106386696475
0.0407354105572312        4.766722279726209        -0.01545579536640916     0.03818446833828409      -0.40437871581057744
0.04073541055723121       4.480132931711292        5.981513031571581E-4     -0.03986195246837255     -0.42812571136447314
0.04073541055723121       4.516316857369318        -2.473657895566579E-4    -0.03996705843199811     -0.4240018396495509
0.04073541055723121       4.551331604030749        -0.0014499114597443727   -0.038438264852440965    -0.41968869039541856
0.04073541055723121       4.585214950336277        -0.003010285796945335    -0.03486427589626211     -0.4153403722527595
0.04073541055723121       4.6180034542189805       -0.00489355600630709     -0.02891162008736751     -0.4111828076453431
0.04073541055723121       4.649732492347977        -0.00702565926026145     -0.02036762714160367     -0.40750511919092947
0.04073541055723122       4.280262664689979        0.0010968802074909497    -0.029250920792180227    -0.4451184542316636
0.04073541055723122       4.322904820459719        0.0012788500442746827    -0.03159930945439547     -0.4420110420075039
0.04073541055723122       4.364169118189216        0.0013895906491497576    -0.03408950205627257     -0.43885831936574166
0.04073541055723123       4.4041000793794325       0.0013589512593261287    -0.036514197748171495    -0.4355422608299835
0.04073541055723123       4.44274078694768         0.0011165663108008684    -0.03856664849783805     -0.43197800192252894
0.04073541055723124       4.143601235341597        7.027288093831697E-4     -0.02348136756296591     -0.4555947222918025
0.04073541055723124       4.190659210288851        7.642225087596015E-4     -0.02525506491828708     -0.45176291550670566
0.04073541055723124       4.236196642759576        9.078007780133467E-4     -0.027140867394212512    -0.4483196633746233
0.04073541055723126       3.9927877972673502       0.001117409029717529     -0.016771055414256376    -0.47072656444501276
0.04073541055723126       4.044718872658893        8.830105044161154E-4     -0.0194792286590885      -0.4649579889322796
0.04073541055723126       4.094971945414901        7.417208694263955E-4     -0.02163319526920136     -0.45995182446178245
0.04073541055723127       3.8263568356403237       0.0022739374564204606    -0.002839888755891501    -0.49374157806423713
0.04073541055723127       3.883665646619658        0.0018189927417446004    -0.008700937753724308    -0.48499685338469817
0.04073541055723127       3.9391226889780273       0.0014323104390163639    -0.013260234346629584    -0.47736789672787616
0.04073541055723128       3.705934513206672        0.0034067975357947315    0.013923129875246168     -0.5151291024749541
0.04073541055723128       3.7671344235498774       0.0028018769164495612    0.004599354032536861     -0.5037392173900404
0.0407354105572313        3.5773358699907494       0.004850650372931485     0.039597217113602486     -0.5425777850259762
0.0407354105572313        3.6426910738767093       0.004090618742181447     0.02546911488793662      -0.5280418231795575
0.04073541055723131       3.4400057579088483       0.006547925652692573     0.07701331604071722      -0.5765987078705688
0.04073541055723131       3.5097983875225576       0.0056762732739380345    0.05666791025768321      -0.558779921886989
0.04073541055723133       3.293351335958521        0.008299629963103882     0.12847615081683866      -0.6161439599548025
0.04073541055723133       3.3678826794288304       0.007435857925337594     0.10089848132171327      -0.5958460436898614
0.040735410557231344      3.136739510980488        0.009744600325602374     0.19444579021279115      -0.6570709943858666
0.040735410557231344      3.2163313130122257       0.009088696672000521     0.1597339642726518       -0.6368626747757217
0.04073541055723135       2.8816602535244273       0.010289118979165313     0.3129248186213937       -0.6999107319476012
0.04073541055723135       2.969494204655814        0.010405130837696593     0.27198026727889146      -0.6904362089938376
0.04073541055723135       3.054490055471023        0.010204183861656746     0.23212099321296414      -0.6754784353918828
0.04073541055723137       2.7908934349402643       0.009805908038579994     0.35355939820636023      -0.7016165616608439
0.04073541055723138       2.697095817392957        0.008913900151337585     0.39215847127308257      -0.6930075425789267
0.0407354105572314        2.399833800663367        0.003647264799544285     0.4742607104451048       -0.5843633489974478
0.0407354105572314        2.5                      0.005797868212010753     0.4551330671538328       -0.6353415601278081
0.0407354105572314        2.600166199336635        0.007595253945593501     0.4267818677933481       -0.6717076625248315
0.04073541055723142       2.209106565059738        -0.0011860037721725283   0.4810765296746717       -0.45186152331354745
0.04073541055723143       2.3029041826070435       0.0013033334762840537    0.48287121817679673      -0.5222696459208948
0.04073541055723144       1.945509944528977        -0.008354484813818668    0.41995295508818664      -0.2249715064370113
0.04073541055723144       2.0305057953441876       -0.006115103420063866    0.4485839105018399       -0.29982915775917995
0.04073541055723144       2.1183397464755735       -0.003691143134057908    0.4693484429366838       -0.3765747085289889
0.04073541055723147       1.706648664041479        -0.013051622753806117    0.3019502412184597       -0.03818441412716851
0.04073541055723147       1.783668686987775        -0.011897591342818169    0.3449894622873447       -0.09211856676325943
0.04073541055723147       1.8632604890195135       -0.010310010767693117    0.38488790745664464      -0.15494088519047938
0.04073541055723148       1.4226641300092522       -0.013023864047153617    0.13027333563401242      0.08043142813444919
0.04073541055723148       1.4902016124774433       -0.013685483161660641    0.17032108945126767      0.06455634689489755
0.04073541055723148       1.5599942420911521       -0.013938614417858562    0.21310997934296666      0.040034800766801465
0.04073541055723148       1.6321173205711725       -0.013734630599839124    0.25745918257699374      0.005933397198687831
0.0407354105572315        1.357308926123291        -0.012024550554968696    0.09386934291573235      0.08892313097325819
0.04073541055723151       1.2328655764501248       -0.009362295672375346    0.03411305126476243      0.08947453226079666
0.04073541055723151       1.294065486793329        -0.010774447537523478    0.06171188819008326      0.09145864230396
0.040735410557231524      1.0608773110219731       -0.004952771855077739    -0.021753241585571577    0.06885030510301733
0.040735410557231524      1.1163343533803443       -0.006378683023827997    -0.007383136504099157    0.07711454802653067
0.040735410557231524      1.1736431643596772       -0.007869838903799513    0.011131689450110694     0.08430532316961571
0.04073541055723154       0.8563987646584037       -5.707314317378363E-4    -0.04709833709007668     0.03659108999899544
0.04073541055723154       0.9050280545850997       -0.0014321731160136556   -0.04458647357451134     0.04382238046593014
0.04073541055723154       0.9552811273411068       -0.0024547513452236524   -0.03985767904032756     0.051768765578146955
0.04073541055723154       1.007212202732652        -0.0036339511739868617   -0.03241655593382252     0.060225723980002574
0.04073541055723155       0.7197373353100214       0.0011254980083189984    -0.04567255099054982     0.019791568814334092
0.04073541055723155       0.7638033572404237       6.946043122150287E-4     -0.04726064907825819     0.02458105243808367
0.04073541055723155       0.8093407897111504       1.3437233790127015E-4    -0.04785327148761997     0.030170650819179478
0.04073541055723156       0.5958999206205683       0.0018183097722491517    -0.037594705604523625    0.009546567787242275
0.040735410557231566      0.6358308818107851       0.001669797487147965     -0.040627491893927004    0.012353449162928583
0.040735410557231566      0.6770951795402824       0.0014445877292180325    -0.04338235218953255     0.01574121252111395
0.04073541055723158       0.350267507652025        0.0017751009439168253    -0.016716749215120126    3.1259743428457853E-4
0.04073541055723158       0.3819965457810215       0.0018375181053409656    -0.019325555152003075    8.946094742289444E-4
0.04073541055723158       0.4147850496637248       0.0018902852987548856    -0.022097834765357434    0.00165242248912655
0.04073541055723158       0.4486683959692517       0.001929911711419856     -0.02502173503145881     0.0026203038927553176
0.04073541055723158       0.48368314263068424      0.001951010171531454     -0.028076606043263716    0.003839766682199692
0.04073541055723158       0.5198670682887095       0.001946163350266143     -0.031228786581907243    0.005360401828993051
0.04073541055723158       0.5572592130523215       0.0019058301637314816    -0.03442661869089186     0.007240403145181057
0.040735410557231594      0.2898520005170508       0.0016268431903196717    -0.012013027272617768    -4.3092388963597133E-4
0.040735410557231594      0.31956370170245285      0.0017047965567898306    -0.014277933782951516    -1.2163288198848991E-4
0.04073541055723161       0.08423663543511653      5.027415039212591E-4     -8.010907624319051E-4    -2.617265680458577E-4
0.04073541055723161       0.10708262462337005      7.053564380942834E-4     -0.0014636932165787177   -4.133365009671547E-4
0.04073541055723161       0.13069146527456765      8.92130592744505E-4      -0.002349877109786772    -5.561782156122129E-4
0.04073541055723161       0.15508862979656687      0.0010587996836597339    -0.0034566973387678847   -6.745889800039027E-4
0.04073541055723161       0.18030044114755356      0.0012048959247458674    -0.004776625394581221    -7.543937080709424E-4
0.04073541055723161       0.2063541012368062       0.0013320283482370022    -0.006300469145252346    -7.825751572217161E-4
0.040735410557231615      0.23327772027379193      0.0014428217265084876    -0.00801926784240852     -7.466724988673825E-4
0.040735410557231615      0.26110034709725904      0.0015401973460846888    -0.009925399503301744    -6.34028071084297E-4
0.04073541055723162       0                        0                        0                        9.950678805578014E-5
0.04073541055723162       0.04073541055723117      1.0659575140270093E-4    -1.0757964026751986E-4   -5.288967391319367E-7
0.04073541055723162       0.06212884836920139      2.953224867040043E-4     -3.560523288290665E-4    -1.184310335863937E-4
0.040735410557231636      0.02003323986732676      -1.8442465977450027E-5   -1.2640785759572946E-5   7.556392427079771E-5
0.06212884836920117       0.10708262462337005      0.001598317944741674     -0.0024913744279224373   -2.621629405336084E-4
0.062128848369201184      0                        0                        0                        2.6669389108705465E-4
0.062128848369201184      0.02003323986732676      6.980658233657888E-5     -7.044993652677853E-5    2.1491562656057755E-4
0.062128848369201184      0.1306914652745676       0.0019908492277560187    -0.0038020003642459275   -3.7970084783649113E-4
0.062128848369201184      0.2063541012368062       0.0029310465889746864    -0.00950400379656578     -5.305635439452222E-4
0.06212884836920119       0.04073541055723117      3.572909585608986E-4     -3.018573661303181E-4    1.1637640317117963E-4
0.06212884836920119       0.06212884836920138      7.496748873896336E-4     -7.586918809862726E-4    -1.4737428762794957E-6
0.06212884836920119       0.08423663543511653      0.0011771763486089235    -0.001480377369099618    -1.318607524882576E-4
0.06212884836920119       0.1803004411475535       0.0026574768885065567    -0.007316304025628691    -5.259694404307956E-4
0.06212884836920119       0.23327772027379193      0.0031697724906061975    -0.011964761127789145    -4.736966515477725E-4
0.06212884836920119       0.28985200051705073      0.0035630904149405625    -0.01766485889367871     -1.251077585171872E-4
0.06212884836920119       0.3819965457810215       0.0039925590466752476    -0.028024972052303383    0.0012240429487201943
0.06212884836920119       0.4147850496637248       0.0040905480247256515    -0.03191528161604205     0.0019814693085599857
0.06212884836920119       0.5198670682887094       0.004135776864053361     -0.044513387270520954    0.005651675715507748
0.0621288483692012        0.15508862979656687      0.0023447336046375227    -0.005412413789668212    -4.71725734516946E-4
0.0621288483692012        0.31956370170245285      0.003726170495561498     -0.020886167399502522    1.957131013018773E-4
0.0621288483692012        0.35026750765202486      0.0038696790068375943    -0.024343228098169082    6.379384649421903E-4
0.0621288483692012        0.4486683959692517       0.004155732974045805     -0.03598916404359894     0.0029436533229551852
0.0621288483692012        0.48368314263068424      0.0041761993468348016    -0.040207932237908715    0.004150993272904866
0.0621288483692012        0.5572592130523215       0.004013899731037146     -0.04882103406648579     0.007502218935040093
0.0621288483692012        0.6770951795402824       0.0028899785305656683    -0.06035259803724689     0.015838054403962933
0.06212884836920121       0.26110034709725904      0.0033788318858120844    -0.014688182661024748    -3.4305424031571874E-4
0.06212884836920121       0.6358308818107845       0.003421860400067298     -0.05692683021566023     0.012520097962370084
0.06212884836920121       0.7197373353100214       0.002154850546562165     -0.06301878987637133     0.019801185453976314
0.06212884836920121       0.7638033572404237       0.001180575411190521     -0.0645879600661031      0.024484442623288027
0.06212884836920121       0.8563987646584036       -0.0016169758715401572   -0.06272763210779596     0.03622175913517278
0.06212884836920121       0.9552811273411066       -0.005688080765952947    -0.050668117594896624    0.05105003049828905
0.06212884836920121       1.0072122027326516       -0.0082001305155001      -0.0392891616978995      0.05930940260277186
