% Model:              heat_case1.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 28 2023, 19:49
% Dimension:          2
% Nodes:              983
% Expressions:        51
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (1) @ t=0              u (1) @ t=0.1            u (1) @ t=0.2            u (1) @ t=0.3            u (1) @ t=0.4            u (1) @ t=0.5            u (1) @ t=0.6            u (1) @ t=0.7            u (1) @ t=0.8            u (1) @ t=0.9            u (1) @ t=1              u (1) @ t=1.1            u (1) @ t=1.2            u (1) @ t=1.3            u (1) @ t=1.4            u (1) @ t=1.5            u (1) @ t=1.6            u (1) @ t=1.7            u (1) @ t=1.8            u (1) @ t=1.9            u (1) @ t=2              u (1) @ t=2.1            u (1) @ t=2.2            u (1) @ t=2.3            u (1) @ t=2.4            u (1) @ t=2.5            u (1) @ t=2.6            u (1) @ t=2.7            u (1) @ t=2.8            u (1) @ t=2.9            u (1) @ t=3              u (1) @ t=3.1            u (1) @ t=3.2            u (1) @ t=3.3            u (1) @ t=3.4            u (1) @ t=3.5            u (1) @ t=3.6            u (1) @ t=3.7            u (1) @ t=3.8            u (1) @ t=3.9            u (1) @ t=4              u (1) @ t=4.1            u (1) @ t=4.2            u (1) @ t=4.3            u (1) @ t=4.4            u (1) @ t=4.5            u (1) @ t=4.6            u (1) @ t=4.7            u (1) @ t=4.8            u (1) @ t=4.9            u (1) @ t=5
0.029622805825704514      0.1662798464742568       0                        1.3506536894638351E-6    3.886244143327724E-6     1.3737724968731815E-5    2.3872011555738633E-5    3.209998259121112E-5     3.729799926150503E-5     3.880980523026858E-5     3.6437986470791606E-5    3.066597878307686E-5     2.1949601725741397E-5    1.103753749919503E-5     -1.047605294803687E-6    -1.2960293691365318E-5   -2.3500048010914382E-5   -3.174173280069091E-5    -3.702056681725623E-5    -3.869708196644882E-5    -3.6355771481522986E-5   -3.0400170254436943E-5   -2.1651291952355273E-5   -1.0175806693034117E-5   1.3971609654862392E-6    1.3120848056759344E-5    2.3584523946565597E-5    3.16916747616099E-5      3.680596437548843E-5     3.836308533990414E-5     3.606878250431411E-5     3.0301530069309677E-5    2.1569755552594617E-5    1.0507236242472062E-5    -1.5810034974042641E-6   -1.3320744786501948E-5   -2.3625130590445997E-5   -3.1717003727807134E-5   -3.7100230631805084E-5   -3.9250511605359136E-5   -3.683055760545377E-5    -2.951319987888851E-5    -1.9333677041740796E-5   -9.516700425830869E-6    1.0603449071940222E-6    1.3398436776372297E-5    2.3466493885261672E-5    3.180028396980727E-5     3.6785945206754027E-5    3.8097235473694815E-5    3.596905612226519E-5     3.022902248829378E-5     2.143852644028879E-5
0.2222222222222211        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.20398951459740608       0.030063157308871383     0                        4.8209641602249385E-4    9.246954468041913E-4     0.0012818378859351094    0.0015144691618467693    0.001600303778379997     0.0015289421309237613    0.0013066822544633991    9.550267951227716E-4     5.126067276203856E-4     1.980069330202536E-5     -4.749165523968032E-4    -9.233574963240736E-4    -0.0012814918225502762   -0.0015137921975271484   -0.0015973672270383585   -0.0015251363826728013   -0.0013039402171659746   -9.537977806758339E-4    -5.102315894418608E-4    -2.0277366125278044E-5   4.746826395215159E-4     9.230776554009532E-4     0.0012813984914016655    0.0015142953287460225    0.0015988827078251206    0.001527039474863034     0.0013056801720003066    9.563691372794213E-4     5.12475195776485E-4      2.034903046367443E-5     -4.740124361792989E-4    -9.227951649141746E-4    -0.0012801490422999992   -0.00150910224048989     -0.0015917136941946957   -0.0015220727476722362   -0.001307512632191282    -9.608888649708581E-4    -5.130795535519514E-4    -1.3614541919800572E-5   4.77494284377964E-4      9.218039547763402E-4     0.0012820881924702028    0.001514183661024269     0.0015989350010980688    0.0015270324692732767    0.0013055234216276916    9.563181842712848E-4     5.129865843281723E-4     1.9992121741936157E-5
0                         0.2222222222222221       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.029704769709757356      0.20339339539960063      0                        -2.8764296664047216E-4   -5.473904204796063E-4    -7.447865765441883E-4    -8.673584774286291E-4    -9.052205276404763E-4    -8.539642873586038E-4    -7.184523096373908E-4    -5.118441179001276E-4    -2.5650791577366063E-4   2.4140362698215736E-5    3.023389829923877E-4     5.509364200154129E-4     7.457600498435053E-4     8.674991158771263E-4     9.039885436719174E-4     8.521109755564228E-4     7.169916908996578E-4     5.112516868070418E-4     2.5552238053927527E-4    -2.333681568984186E-5    -3.0090818111601754E-4   -5.502328023594596E-4    -7.454666745280524E-4    -8.676977278249573E-4    -9.05013224817151E-4     -8.536272372856667E-4    -7.185871750913817E-4    -5.132600887034106E-4    -2.5703453869688306E-4   2.3179507611238947E-5    3.0094873932834284E-4    5.497598473008298E-4     7.443972658125234E-4     8.644955301526724E-4     9.006406275191514E-4     8.501752905099453E-4     7.183624259704341E-4     5.1487177260481E-4       2.586108020931958E-4     -2.3884771041375363E-5   -3.015941886660741E-4    -5.499696688262174E-4    -7.454647232218014E-4    -8.678095817589047E-4    -9.048834820340068E-4    -8.53654004006173E-4     -7.188864514656046E-4    -5.133859870024341E-4    -2.574570362396944E-4    2.3198313446045717E-5
0.2592592592592582        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.2409104737602588        0.030018913483016375     0                        5.468848805651462E-4     0.00105044452785284      0.0014571189320116606    0.0017222923804227888    0.001820543148677937     0.0017399758168418443    0.0014876643472482712    0.0010880474163028524    5.850153379373494E-4     2.4475060053641884E-5    -5.384297816369132E-4    -0.0010488639028081268   -0.001456716031140741    -0.001721534037083016    -0.0018172182832962974   -0.0017356447168695738   -0.0014845410773121398   -0.0010866399209077358   -5.822995850527585E-4    -2.4975670570379708E-5   5.381840601938417E-4     0.0010485460334419612    0.0014566084725950055    0.001722092308838529     0.001818906351640335     0.0017377711756235128    0.0014864910964207938    0.0010895321238094278    5.848244698556409E-4     2.5057522057442805E-5    -5.374338015504541E-4    -0.00104824844025642     -0.0014552042240282552   -0.0017162175517657613   -0.0018107995537544545   -0.0017321465861600213   -0.0014885395313176345   -0.0010946277593087298   -5.855227994031433E-4    -1.7476230550777014E-5   5.413536677072545E-4     0.0010471148128072582    0.0014573793636877823    0.0017219658108216969    0.0018189665576308735    0.0017377639479747087    0.0014863125134516521    0.0010894739477986656    5.854031865998105E-4     2.4652018682012084E-5
0.2962962962962953        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.27788027863044484       0.02998414753368737      0                        6.11068900506996E-4      0.0011758204361662832    0.0016322781576406213    0.0019302545007584806    0.0020411726064543012    0.0019516165078653153    0.0016694001825748905    0.0012219019574007137    6.58253113802599E-4      2.9888393098687057E-5    -6.013655875723461E-4    -0.0011740057976117972   -0.0016318253686643592   -0.0019294267285501355   -0.0020374715741908428   -0.0019467607039398704   -0.0016658936582359901   -0.0012203117382166874   -6.551929484096302E-4    -3.0395852517722282E-5   6.011110932869165E-4     0.001173644093225973     0.0016316996432723836    0.0019300306932126842    0.002039313516627502     0.0019490943726263412    0.001668045158825806     0.001223512888901623     6.57985851433735E-4      3.0488273052211413E-5    -6.002866384220751E-4    -0.001173341659580204    -0.001630147062470825    -0.0019234904015400427   -0.002030292481168664    -0.0019428172813811737   -0.0016702730902095318   -0.0012291485456844972   -6.588009616258532E-4    -2.2141688260057637E-5   6.046083932121153E-4     0.0011720702198359419    0.00163253989285476      0.001929892559708579     0.0020393808949115202    0.0019490874102691543    0.0016678465039862112    0.001223448563971361     6.58631622320106E-4      3.0036233329605805E-5
0                         0.2592592592592591       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.029751855879739064      0.24049006381550944      0                        -6.563545907798078E-4    -0.0012472088688766255   -0.001704891699980053    -0.0019931749088366348   -0.002087260942447525    -0.0019759954829160907   -0.0016697894914094943   -0.0011982741259026796   -6.12779064899917E-4     3.308073181970057E-5     6.755618109703991E-4     0.00125202049881528      0.0017061978213509296    0.001993036022798498     0.002084025129663155     0.001971472677087569     0.0016663557607470888    0.001196858512291677     6.102751115177981E-4     -3.1512786551008596E-5   -6.733168079382078E-4    -0.001250819119864941    -0.001705734392023812    -0.001993630653777875    -0.0020863531192708584   -0.00197473618402353     -0.0016696553173949566   -0.0012011291750438347   -6.136234093647893E-4    3.1258241826052765E-5    6.729589932165701E-4     0.0012499276603704533    0.0017035059705048199    0.0019863485040997417    0.002076388545597986     0.001967199076718312     0.001670227100281014     0.0012057752292077527    6.16296160956347E-4      -3.559106476180124E-5    -6.756750559174285E-4    -0.0012498153114460404   -0.0017060577248533381   -0.0019937380423561348   -0.002086189306925229    -0.0019747770231820865   -0.0016700215888147182   -0.0012013108498157685   -6.145090234217767E-4    3.146166551278579E-5
0                         0.29629629629629606      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.029841442941625194      0.27763706527788745      0                        -0.0010120998606119246   -0.001912684681375976    -0.0026113991400978846   -0.003051077601797365    -0.0031935431435887065   -0.0030218165810948256   -0.002552067055026964    -0.0018295728655895788   -9.331328045778493E-4    5.5168717673878975E-5    0.0010378766487879143    0.0019192297667208035    0.0026131191316548733    0.003050642543441092     0.003188376885103379     0.0030148110251361905    0.0025468089934325903    0.0018274543065601695    9.293324726650274E-4     -5.2581921247055566E-5   -0.0010347376950127064   -0.001917490112349197    -0.0026125180648262007   -0.0030517300495683073   -0.0031921285563782423   -0.0030199662967655715   -0.0025519523163516533   -0.0018340458238063132   -9.345362547493629E-4    5.224305393862448E-5     0.0010338774680654255    0.0019160817349363358    0.0026090675656522326    0.0030403888940639355    0.003176639541979286     0.003008390496494186     0.002553341800851539     0.0018417811375807675    9.383490279669055E-4     -6.0177289519783646E-5   -0.0010387300745425523   -0.0019157675457026609   -0.0026131436663071306   -0.0030518210537730365   -0.0031919302121739368   -0.0030200306905854486   -0.0025524049763934495   -0.0018343213480863719   -9.358989910079229E-4    5.26277525229218E-5
0.33333333333333237       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.3148353831587001        0.029973276450864405     0                        7.774098009697815E-4     0.0014983631312501138    0.002081188703174848     0.00246192032904669      0.002604078442484803     0.002490488152396025     0.002131009439403159     0.0015605714926826546    8.417715668461579E-4     4.020026988490959E-5     -7.652560337873091E-4    -0.001496108305805757    -0.00208064143404616     -0.0024609060864344504   -0.0025994005941691162   -0.0024843008651517905   -0.00212653240217479     -0.0015585307853690047   -8.378590296223039E-4    -4.079640096598623E-5    7.64927827114365E-4      0.0014956254144342504    0.0020804674817171266    0.0024616462768455353    0.0026016919741418502    0.0024872283226282372    0.0021292520380112572    0.0015625789530446432    8.413811924773374E-4     4.091717490223386E-5     -7.639024015980484E-4    -0.001495269751833869    -0.0020785049015188514   -0.002453354197316286    -0.002590259792800242    -0.002479237543954831    -0.0021319723364854985   -0.0015696465725403709   -8.42497393397059E-4     -3.054685676148159E-5    7.692903429319192E-4     0.001493667903709313     0.0020814993411334623    0.0024614805884246877    0.002601774073420235     0.002487221321950622     0.0021290085094974667    0.0015625015236123334    8.422046623740818E-4     4.0348576353389094E-5
0.37037037037036946       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
